capture_id,capture_path,evidence_digest,classification,confidence,pf127_signal,capture_playfield_id,event_playfield_ids,resource_playfield_ids,runtime_playfield_ids,character,validation_status,raw_packet_evidence,packets_hex_bytes,raw_packets_bytes,packets_hex_rows,raw_packets_rows,enemy_name_count,enemy_names,subway_terms,repository_reference_count,repository_references,implementation_reference_count,implementation_references,artifacts,reason
20260719-021022,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260719-021022,,SUBWAY,confirmed,dossier-resource-127,1419333,,127,(Playfield2:15A845),Nycsubway,complete,both,1197455,1530744,6241,6241,18,Basic Quality Armorer;Basic Quality Pharmacist;Basic Quality Weaponsdealer;Basic Tools Merchant;Container Supplier;Deranged Shopper;Discarded Pet;Disobedient Bot;Filth Flea;Looter;Mugger;Shadow;Stim Fiend;Tailor;Thief;Uncontrollable Anger;Violent Vagabond;Workman Striker,discarded pet;disobedient bot;filth flea;stim fiend;workman striker,7,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/ai/CURRENT_TASK.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json;docs/project/ORDINARY_ENEMY_RUNTIME.md;docs/project/PROJECT_STATE.md,4,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayContentProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayOrdinaryContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/generated/subway_enemy_combat_contracts.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal dossier-resource-127 has no outside event playfield.
20260719-021611,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260719-021611,,SUBWAY,confirmed,dossier-resource-127,1419333,,127,(Playfield2:15A845),Nycsubway,complete,both,280270,359940,1514,1514,13,Basic Quality Armorer;Basic Quality Pharmacist;Basic Quality Weaponsdealer;Basic Tools Merchant;Container Supplier;Deranged Shopper;Discarded Pet;Disobedient Bot;Looter;Mugger;Stim Fiend;Tailor;Violent Vagabond,discarded pet;disobedient bot;stim fiend,7,AORebirth/Server/ZoneEngine/Content/Subway/tailor/dialogue/tailor.dialogue.json;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayTailorDialogueRuntime.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayVendorContentProvider.cs;docs/ai/CURRENT_TASK.md;docs/evidence/SUBWAY_TAILOR_AND_VENDORS_20260719_021611.md;docs/generated/aosharp_subway_lifecycle_reprocess.csv;docs/project/PROJECT_STATE.md,3,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayTailorDialogueRuntime.cs;AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayVendorContentProvider.cs;docs/generated/aosharp_subway_lifecycle_reprocess.csv,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,PF127 signal dossier-resource-127 has no outside event playfield.
20260722-104809,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260722-104809,17e51c9c785bf820435d09f1d08eef1315bd542033857974fe3c90cc73501393,ELSEWHERE,confirmed,,1044525,,,(Playfield2:FF02D),Chudler,incomplete,both,21960631,27536132,100092,100092,51,32-V Docker;Alex Gibbs;Anger Manifestation;Antonio Stacklund;Barry the Food Vendor;Bodyguard Logan Fixx;Bruiser;Bureaucrat Worker;Burning Cleaning Robot;Carol Schieffer;Cedric Harding;Cleaning Robot;Cleanmeister Intelligence Robot;Desmond Calitri;Dockworker;Engineer Automaton I;Engtacular;Flint Novak;Garbage Flea;ICC Immigration Officer Bill;ICC Peacekeeper;IIV-X Advanced Docker;Janae Seaman;Keesha McKesson;Kneebreaker Alfonzo Rizzolo;Leonora Marty;Malfunctioning Cleaning Robot;Marcus Stone;Mario Carles;Max Barchus;Medinos;Mojmp;Neutral Clothing Salesman;Obedience Enforcement;Patrick Sun;Protester;Rex Larsson;Rollerrat;Russel Aronstein;Sarah Greene;Secondhand Peddler;Sherwood Bannister;Shipping Manifest Terminal;Stanley Goodman;Supreme Collector of Waste;Surveillance Droid;Tailor;Trinh Alsaqri;Velva Age;Waste Collector;Wounded Dockworker,,9,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatProfileCatalog.g.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/archive/project/PROJECT_STATE_PRE_BASELINE_CLEANUP_20260801.md;docs/evidence/BASELINE_CLEANUP_20260801.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatProfileCatalog.g.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260722-152454,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260722-152454,d65cec9d21eb48a28386d1a43e172db6206e7326dc401db6e49ddd8b1773005f,ELSEWHERE,confirmed,,1044525,1044525,,(Playfield2:FF02D),Chudler,incomplete,both,19035108,24169674,91961,91961,106,32-V Docker;Alex Gibbs;Alien Spider - Zix;Anger Manifestation;Angry Minibull;Antonio Stacklund;Barry the Food Vendor;Bodyguard Logan Fixx;Boris the Peacekeeper;Bruiser;Bureaucrat Worker;Burning Cleaning Robot;Carol Schieffer;Cedric Harding;Chauncey Varela;Clan Bartender;Clan Equipment Vendor;Clan Guard Elina Jones;Clan Protester;Cleaning Robot;Cleanmeister Intelligence Robot;Cratorio;Desert Reet;Desmond Calitri;Dion Giscombe;Distracting Sphere;Dockworker;Doctacular;Dr. Mason;Eliseo Ye;Emiel Dijkman;Engineer Automaton I;Engtacular;Field Commander Ericson;Field Surgeon Elsa Oosta;Flint Novak;Food Provider;Furniture Merchant;Gamma Unit Sentinel;Garbage Flea;Gnarl the Roller;Greedy Desert Reet;ICC Immigration Officer Bill;ICC Peacekeeper;IIV-X Advanced Docker;Jamison Clasen;Janae Seaman;Janee Forejt;Joseph Schuemann;Keesha McKesson;Kneebreaker Alfonzo Rizzolo;Lady Sheila Black;Leonora Marty;Logistics Manager Fausto;Lolly the Reet;Lorelei the Bartender;Luna Erke;Malfunctioning Cleaning Robot;Marco Spida;Marcus Stone;Mario Carles;Max Barchus;Medinos;Metallio;Minibronto;Mitchell Dorph;Mutated Garbage Flea;Neutral Clothing Salesman;Obedience Enforcement;Omni-AF Officer Milne;Omni-AF Private;Omni-Med Guard;Omni-Med Surgeon;Omni-Pol Guard;Omni-Trans Equipment Vendor;Pacify;Patrick Sun;Princess Leet;Protester;Rashida Ardman;Remi Gallois;Rex Larsson;Robotic Guard Dog;Rollerrat;Russel Aronstein;Saltworm;Sarah Greene;Secondhand Peddler;Shady Guy;Shane Streller;Sherwood Bannister;Shipping Manifest Terminal;Stanley Goodman;Supreme Collector of Waste;Surveillance Droid;Tailor;Tradaholic;Trinh Alsaqri;Vanguard Henri Zure;Vaughn Hammond;Velva Age;Vernon Godfray;Violent Protester;Waste Collector;Wounded Clan Protester;Wounded Dockworker,,10,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatProfileCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Playfields/NpcCorpseLifecycleRules.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/archive/project/PROJECT_STATE_PRE_BASELINE_CLEANUP_20260801.md;docs/evidence/BASELINE_CLEANUP_20260801.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,6,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatProfileCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Playfields/NpcCorpseLifecycleRules.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-001044,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-001044,1138800fba0fd6a57f9a630de142f6b9b2833bf54bbfa684748da6b72717cd79,ELSEWHERE,confirmed,,1437704,635;655;800;1419361;1437704;1441801;1468417,635;655;800,(Playfield2:15F008),Yomamalickit,incomplete,both,1056279,1294066,4469,4469,37,"Advanced Predator M-30;Andre Bottle;Aquaan;Arbiter's Guardian;Careless Citizen;Carlo Pinnetti;Cedrick Gaviglia;CEO Guardian;Christopher Villalba;Cody Monkie;Des Morck;Devastator Drone;Dockworker;Douglass Guynes;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Jake Carnalla;Kate Hayes - Rubi-Ka Tours;Leet;Male Prison Guard;Nightcrawler;Peacekeeper Constad;Pedro Peasley;Ravening M-60;Representative of IPS;Robin Marksward;Scotty Cicali;Sherwood Bannister;Slitter Scorpiod;Ted ""Gridman"" Johnson;Transportation Officer Darren Plush;Unicorn Duty Sergeant;Unicorn Guard;Widowmaker Battle Drone;Young Nightcrawler;Zyvania Bagh",,10,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Playfields/MissionInstanceSpawn.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/RK_MISSION_ACG_INTERIOR_EVIDENCE_20260728.md;docs/evidence/RK_TERMINAL_MISSION_STAGE1_EVIDENCE_20260728.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,6,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Playfields/MissionInstanceSpawn.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-003410,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-003410,1d530f1a615b6eea202a3fafeec645e621252f8680dd7e1c5bf66af0aaa756ef,ELSEWHERE,confirmed,,705,655;670;705;1419361;1468417;1493006,655;670,(Playfield2:02C1),Yomamalickit,complete,both,892305,1082791,3551,3551,35,"A-2000 Soldier;Advanced Predator M-30;Arbiter's Guardian;Bio-X Terminator;Bio-X39 Public Enemy;Carlo Pinnetti;Cedrick Gaviglia;CEO Guardian;Channeled Force Arbiter;Cody Monkie;Concrete Adder;Des Morck;Devastator Drone;Dockworker;Douglass Guynes;Guard Turret;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Jake Carnalla;Kate Hayes - Rubi-Ka Tours;Leet;Peacekeeper Constad;Ravening M-60;Representative of IPS;Robin Marksward;Rollerrat Matriarch;Rollerrat Queen;Sturdy Chirop;Ted ""Gridman"" Johnson;Tormented Rollerrat;Transportation Officer Darren Plush;Unicorn Guard;Widowmaker Battle Drone;Zyvania Bagh",,10,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Missions/MissionTypeCatalog.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/RK_MISSION_ACG_INTERIOR_EVIDENCE_20260728.md;docs/evidence/RK_TERMINAL_MISSION_STAGE1_EVIDENCE_20260728.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,6,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Missions/MissionTypeCatalog.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-005042,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-005042,b85065609fbd6b37311717e118a917de832b7d8f5028138f3583092ca67d4795,ELSEWHERE,confirmed,,695,695;1419361;1480706,705,(Playfield2:02B7),Yomamalickit,complete,both,445073,530930,1613,1613,46,"17-I scooplet;Ailing Chirop;Blood Reet;Bloodcreeper;Breed-B37 Public Enemy;Channeled Force Arbiter;Chiffchaff Reet;Discontinued Bio-X39;Dreadfully Failed Experiment;Ed Burton;Experiment Gone Awry;Experiment Gone Wrong;Failed - B40;Female Captain;Galactech WF2 MK II;Guard Turret;Hammer Broodling;Horribly Failed Experiment;Kea Reet;Large Chirop;Male Captain;Minibronto;Minibull;Minibull Calf;Minimammoth Calf;Night Reet;Nightcrawler;Probe 5000-1;Probe 5000-2;Probe 5000-3;Rookie OT Agent;Royal Reet;Rubyeyes;Scourge Rollerrat;Seasoned OT Adventurer;Seasoned OT Agent;Shade-Y42 Escapee;Shade-Y42 Fugitive;Shrike Reet;Silvertails;Sturdy Chirop;Ted ""Gridman"" Johnson;Virulent Minibull;Young Bronto;Young Minibull;Young Minimammoth",bloodcreeper,10,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Missions/MissionTypeCatalog.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/RK_MISSION_ACG_INTERIOR_EVIDENCE_20260728.md;docs/evidence/RK_TERMINAL_MISSION_STAGE1_EVIDENCE_20260728.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,6,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;AORebirth/Server/ZoneEngine/Core/Missions/MissionTypeCatalog.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-010220,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-010220,b212e44b5a76eb14085f2cf5cd3bcb23d6d8305ffa3eaf7db2195a8986437953,ELSEWHERE,confirmed,,635,635;1419361;1437711,655,(Playfield2:027B),Yomamalickit,incomplete,both,1035914,1286072,4683,4683,34,"Advanced Predator M-30;Ancient Nightcrawler;Aquaan;Arbiter's Guardian;Cedrick Gaviglia;Cody Monkie;Des Morck;Devastator Drone;Dockworker;Douglass Guynes;Guardian Conductor of Corruption;Guardian Conductor of Learning;Guardian Conductor of Life;Guardian Conductor of Ransacking;Guardian Conductor of Transfer;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Jake Carnalla;Kate Hayes - Rubi-Ka Tours;Leet;Muddevil Salamander;Peacekeeper Constad;Representative of IPS;Robin Marksward;Salamander;Scab Hyena;Simple Missile Turret;Solar Turret;Ted ""Gridman"" Johnson;Transportation Officer Darren Plush;Unicorn Guard;Voracious Scab Hyena;Zyvania Bagh",,9,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/RK_MISSION_ACG_INTERIOR_EVIDENCE_20260728.md;docs/evidence/RK_TERMINAL_MISSION_STAGE1_EVIDENCE_20260728.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,5,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-010846,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-010846,dbb6c82cae2da280224685c0fbb14a181ae491039d4fc718d769920dec8fe64f,ELSEWHERE,confirmed,,655,,,(Playfield2:028F),Yomamalickit,complete,both,11896736,15315093,61965,61965,29,Karl;Patrick;George;Advanced Predator M-30;Arbiter's Guardian;Carlo Pinnetti;Cedrick Gaviglia;CEO Guardian;Cody Monkie;Des Morck;Devastator Drone;Douglass Guynes;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Kate Hayes - Rubi-Ka Tours;Leet;Peacekeeper Constad;PROJECT:AEGIS;PROJECT:BANZAI;PROJECT:GHOST;PROJECT:NINJA;PROJECT:TAMAGOTCHI;PROJECT:YAKUZA;Ravening M-60;Representative of IPS;Robin Marksward;Transportation Officer Darren Plush;Widowmaker Battle Drone,,7,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatProfileCatalog.g.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,5,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedEnemyCombatProfileCatalog.g.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-012547,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-012547,b47a9fa42edabc9ab09783ef237152d0c28120f67507a43a4bdafffa74c2cc9a,ELSEWHERE,confirmed,,635,635;1419361;1470476,655,(Playfield2:027B),Yomamalickit,incomplete,both,590472,718809,2433,2433,35,"Arbiter's Guardian;Blazing Clan Contract Killer;Carlo Pinnetti;Cedrick Gaviglia;CEO Guardian;Cody Monkie;Des Morck;Dockworker;Douglass Guynes;Emery Ratti;Guard Turret;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Jake Carnalla;Kate Hayes - Rubi-Ka Tours;Killer Mechdog;Leet;Nightcrawler;Novice Clan Techno-Architect;Novice Contract Killer;Novice Laseraim;Novice Sharpshooter;Novice Techno-Architect;Peacekeeper Constad;Ravening M-60;Representative of IPS;Robin Marksward;Slitter Scorpiod;Soft Clan Techwrecker;Ted ""Gridman"" Johnson;Transportation Officer Darren Plush;Unicorn Guard;Widowmaker Battle Drone;Zyvania Bagh",,9,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/RK_MISSION_ACG_INTERIOR_EVIDENCE_20260728.md;docs/evidence/RK_TERMINAL_MISSION_STAGE1_EVIDENCE_20260728.md;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,5,AORebirth/Server/ZoneEngine/Core/Missions/MissionAcgCapturedLayoutCatalog.g.cs;docs/generated/capture_backed_npc_attack_range_audit.json;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-231938,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-231938,af2d276531fec006cbeea0091dc0c77ba0534aeff424b6a79d32ad1446d500f7,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Soldier [GM],complete,both,24265,29410,107,107,26,Annoying Dude;Arbiter's Guardian;Bored Traveller;Cedrick Gaviglia;Cody Monkie;Colonist;Confused Colonist;Curious Colonist;Des Morck;Douglass Guynes;Engineer Automaton I;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Jacinto Clemente;Kate Hayes - Rubi-Ka Tours;Leet;Merchant;Natalia Akcora;Old Geezer;Old Lady;Peacekeeper Constad;Representative of IPS;Robin Marksward;Transportation Officer Darren Plush;Young Woman,,5,docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,3,docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260728-233312,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260728-233312,78a05d1f04cd597ac2b2917db2423fc13a2b9b7566cfbb84612ecdb0847a7098,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Soldier [GM],complete,both,23547,27080,73,73,17,Annoying Dude;Arbiter's Guardian;Cedrick Gaviglia;Cody Monkie;Des Morck;Douglass Guynes;Engineer Automaton I;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Kate Hayes - Rubi-Ka Tours;Leet;Natalia Akcora;Peacekeeper Constad;Representative of IPS;Robin Marksward;Transportation Officer Darren Plush,,6,docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/BASELINE_CLEANUP_20260801.md;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,3,docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
20260729-000735,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260729-000735,5b0f691ca0d7a72c80fe3fb905336d067901c8a5ffd34b296f3fcd8bff4f41c1,ELSEWHERE,confirmed,,1441792,655,505,(Playfield2:028F),Soldier [GM],complete,both,217901,262893,949,949,17,Annoying Dude;Arbiter's Guardian;Cedrick Gaviglia;Cody Monkie;Des Morck;Douglass Guynes;Engineer Automaton I;ICC Peacekeeper;ICC Peacekeeper Commander;ICC Secretary;Kate Hayes - Rubi-Ka Tours;Leet;Natalia Akcora;Peacekeeper Constad;Representative of IPS;Robin Marksward;Transportation Officer Darren Plush,,6,docs/ai/capture-evidence-index.csv;docs/ai/capture-evidence-index.md;docs/evidence/BASELINE_CLEANUP_20260801.md;docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,3,docs/generated/capture_backed_npc_combat_active_coverage.json;docs/generated/capture_backed_npc_combat_inventory.json;docs/generated/capture_backed_npc_secondary_evidence_audit.json,capture-session.json;capture_info.json;capture-health.json;enemy-dossier.json;events.log;packets.hex.log;raw-packets.csv;enemy-state.csv;enemy-combat.csv;enemy-movement.csv;npc-lifecycle.csv;corpse-full-updates.csv;corpse-loot-observations.csv;enemy-respawns.csv,Explicit playfield evidence is present without a PF127 signal.
