"Program","EntryPoint","Name","Namespace","Signature","SourceType"
"Interfaces.dll","1000aa0a","N3Msg_GetPerkDescription","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> __thiscall N3Msg_GetPerkDescription(uint param_1)","ANALYSIS"
"Interfaces.dll","10009893","N3Msg_GetPerkItemStat","N3InterfaceModule_t","int __thiscall N3Msg_GetPerkItemStat(uint param_1, Stat_e param_2)","ANALYSIS"
"Interfaces.dll","100080cc","N3Msg_GetPerkLine","N3InterfaceModule_t","void __thiscall N3Msg_GetPerkLine(vector<unsigned_int,std::allocator<unsigned_int>_> * param_1, uint param_2)","ANALYSIS"
"Interfaces.dll","1000a93f","N3Msg_GetPerkName","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> __thiscall N3Msg_GetPerkName(uint param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","1000803f","N3Msg_GetPerkProgress","N3InterfaceModule_t","float __thiscall N3Msg_GetPerkProgress(uint param_1)","ANALYSIS"
"Interfaces.dll","100088bf","N3Msg_GetPFName","N3InterfaceModule_t","char * __thiscall N3Msg_GetPFName(void)","ANALYSIS"
"Interfaces.dll","100088d2","N3Msg_GetPFName","N3InterfaceModule_t","char * __thiscall N3Msg_GetPFName(uint param_1)","ANALYSIS"
"Interfaces.dll","10008dda","N3Msg_GetPlayfieldResource","N3InterfaceModule_t","uint __thiscall N3Msg_GetPlayfieldResource(void)","ANALYSIS"
"Interfaces.dll","10008ded","N3Msg_GetPointLocations","N3InterfaceModule_t","void __thiscall N3Msg_GetPointLocations(void)","ANALYSIS"
"Interfaces.dll","1000877a","N3Msg_GetPos","N3InterfaceModule_t","bool __thiscall N3Msg_GetPos(Identity_t * param_1, Vector3_t * param_2)","ANALYSIS"
"Interfaces.dll","10009136","N3Msg_GetPosAndPF","N3InterfaceModule_t","bool __thiscall N3Msg_GetPosAndPF(Vector3_t * param_1, int * param_2, int * param_3, Identity_t * param_4, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_5)","ANALYSIS"
"Interfaces.dll","10008e13","N3Msg_GetPositionData","N3InterfaceModule_t","bool __thiscall N3Msg_GetPositionData(Identity_t * param_1, Identity_t * param_2, Vector3_t * param_3)","ANALYSIS"
"Interfaces.dll","10009b2c","N3Msg_GetPVPRank","N3InterfaceModule_t","int __thiscall N3Msg_GetPVPRank(Identity_t * param_1, Stat_e param_2)","ANALYSIS"
"Interfaces.dll","10009b46","N3Msg_GetPVPScoreForRank","N3InterfaceModule_t","int __thiscall N3Msg_GetPVPScoreForRank(int param_1)","ANALYSIS"
"Interfaces.dll","100083ef","N3Msg_GetQuestActionList","N3InterfaceModule_t","list<QuestAction_t*,std::allocator<QuestAction_t*>_> * __thiscall N3Msg_GetQuestActionList(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100087fc","N3Msg_GetQuestIcon","N3InterfaceModule_t","int __thiscall N3Msg_GetQuestIcon(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000aa8d","N3Msg_GetQuestIds","N3InterfaceModule_t","vector<Identity_t,std::allocator<Identity_t>_> __thiscall N3Msg_GetQuestIds(void)","ANALYSIS"
"Interfaces.dll","10008df9","N3Msg_GetQuestWorldPos","N3InterfaceModule_t","bool __thiscall N3Msg_GetQuestWorldPos(Identity_t * param_1, Identity_t * param_2, Vector3_t * param_3, Vector3_t * param_4)","ANALYSIS"
"Interfaces.dll","10009b60","N3Msg_GetRaidTeamIndex","N3InterfaceModule_t","int __thiscall N3Msg_GetRaidTeamIndex(void)","ANALYSIS"
"Interfaces.dll","1000856d","N3Msg_GetRarityColor","N3InterfaceModule_t","char * __thiscall N3Msg_GetRarityColor(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10009190","N3Msg_GetReferenceData","N3InterfaceModule_t","bool __thiscall N3Msg_GetReferenceData(Identity_t * param_1, Identity_t * param_2, int * param_3, Identity_t * param_4)","ANALYSIS"
"Interfaces.dll","10009536","N3Msg_GetServerSynceSystemTime","N3InterfaceModule_t","bool __thiscall N3Msg_GetServerSynceSystemTime(uint * param_1)","ANALYSIS"
"Interfaces.dll","10008826","N3Msg_GetShopItemStat","N3InterfaceModule_t","int __thiscall N3Msg_GetShopItemStat(Identity_t * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","100086f7","N3Msg_GetSkill","N3InterfaceModule_t","int __thiscall N3Msg_GetSkill(Identity_t * param_1, Stat_e param_2, int param_3, Identity_t * param_4)","ANALYSIS"
"Interfaces.dll","100082bf","N3Msg_GetSkill","N3InterfaceModule_t","int __thiscall N3Msg_GetSkill(Stat_e param_1, int param_2)","ANALYSIS"
"Interfaces.dll","1000872a","N3Msg_GetSkillCost","N3InterfaceModule_t","float __thiscall N3Msg_GetSkillCost(Stat_e param_1, int param_2)","ANALYSIS"
"Interfaces.dll","1000873a","N3Msg_GetSkillCostLevel","N3InterfaceModule_t","int __thiscall N3Msg_GetSkillCostLevel(Stat_e param_1)","ANALYSIS"
"Interfaces.dll","10008a41","N3Msg_GetSkillMax","N3InterfaceModule_t","int __thiscall N3Msg_GetSkillMax(Stat_e param_1)","ANALYSIS"
"Interfaces.dll","10008c96","N3Msg_GetSkillToAttackString","N3InterfaceModule_t","char * __thiscall N3Msg_GetSkillToAttackString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008cb3","N3Msg_GetSkillToDefendString","N3InterfaceModule_t","char * __thiscall N3Msg_GetSkillToDefendString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008ce0","N3Msg_GetSkillToUseString","N3InterfaceModule_t","char * __thiscall N3Msg_GetSkillToUseString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008894","N3Msg_GetSpecialActionList","N3InterfaceModule_t","list<SpecialAction_t,std::allocator<SpecialAction_t>_> * __thiscall N3Msg_GetSpecialActionList(void)","ANALYSIS"
"Interfaces.dll","10008843","N3Msg_GetSpecialActionState","N3InterfaceModule_t","int __thiscall N3Msg_GetSpecialActionState(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009306","N3Msg_GetSpecializationString","N3InterfaceModule_t","bool __thiscall N3Msg_GetSpecializationString(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1)","ANALYSIS"
"Interfaces.dll","1000940a","N3Msg_GetStatNameMap","N3InterfaceModule_t","map<int,char_const*,std::less<int>,std::allocator<std::pair<int_const_,char_const*>_>_> * __thiscall N3Msg_GetStatNameMap(void)","ANALYSIS"
"Interfaces.dll","100090d6","N3Msg_GetTargetTarget","N3InterfaceModule_t","Identity_t __thiscall N3Msg_GetTargetTarget(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009b74","N3Msg_GetTeamMemberList","N3InterfaceModule_t","vector<TeamEntry_t*,std::allocator<TeamEntry_t*>_> * __thiscall N3Msg_GetTeamMemberList(int param_1)","ANALYSIS"
"Interfaces.dll","1000a979","N3Msg_GetTitleName","N3InterfaceModule_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> __thiscall N3Msg_GetTitleName(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008cd0","N3Msg_GetUseByString","N3InterfaceModule_t","char * __thiscall N3Msg_GetUseByString(Identity_t * param_1, bool * param_2, Identity_t * param_3)","ANALYSIS"
"Interfaces.dll","100080b4","N3Msg_GlobalResearchGoals","N3InterfaceModule_t","void __thiscall N3Msg_GlobalResearchGoals(vector<unsigned_int,std::allocator<unsigned_int>_> * param_1)","ANALYSIS"
"Interfaces.dll","10009a56","N3Msg_GoToBattle","N3InterfaceModule_t","void __thiscall N3Msg_GoToBattle(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009645","N3Msg_GridDestinationSelected","N3InterfaceModule_t","void __thiscall N3Msg_GridDestinationSelected(int param_1, uint param_2, Identity_t * param_3)","ANALYSIS"
"Interfaces.dll","1000974a","N3Msg_HasPerk","N3InterfaceModule_t","bool __thiscall N3Msg_HasPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","10008612","N3Msg_HasRunFlag","N3InterfaceModule_t","bool __thiscall N3Msg_HasRunFlag(Identity_t * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","10008646","N3Msg_HasVulnerableFightMode","N3InterfaceModule_t","bool __thiscall N3Msg_HasVulnerableFightMode(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008e6a","N3Msg_InsertSourceAnalyzerItem","N3InterfaceModule_t","void __thiscall N3Msg_InsertSourceAnalyzerItem(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008e82","N3Msg_InsertTargetAnalyzerItem","N3InterfaceModule_t","void __thiscall N3Msg_InsertTargetAnalyzerItem(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009b14","N3Msg_Inspect","N3InterfaceModule_t","void __thiscall N3Msg_Inspect(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100097b2","N3Msg_IsAlienPerk","N3InterfaceModule_t","bool __thiscall N3Msg_IsAlienPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","10009a7f","N3Msg_IsBattleStation","N3InterfaceModule_t","bool __thiscall N3Msg_IsBattleStation(void)","ANALYSIS"
"Interfaces.dll","10009db1","N3Msg_IsCharacterInMech","N3InterfaceModule_t","bool __thiscall N3Msg_IsCharacterInMech(Identity_t param_1)","ANALYSIS"
"Interfaces.dll","10009de0","N3Msg_IsCharacterMorphed","N3InterfaceModule_t","bool __thiscall N3Msg_IsCharacterMorphed(Identity_t param_1)","ANALYSIS"
"Interfaces.dll","10007d4c","N3Msg_IsDropPossible","N3InterfaceModule_t","Reason_e __thiscall N3Msg_IsDropPossible(Identity_t * param_1, Vector3_t * param_2)","ANALYSIS"
"Interfaces.dll","100088ec","N3Msg_IsDungeon","N3InterfaceModule_t","bool __thiscall N3Msg_IsDungeon(void)","ANALYSIS"
"Interfaces.dll","10008169","N3Msg_isDynelInTree","N3InterfaceModule_t","bool __thiscall N3Msg_isDynelInTree(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008d3c","N3Msg_IsFormulaReady","N3InterfaceModule_t","bool __thiscall N3Msg_IsFormulaReady(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009798","N3Msg_IsGeneralPerk","N3InterfaceModule_t","bool __thiscall N3Msg_IsGeneralPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","1000977e","N3Msg_IsGroupPerk","N3InterfaceModule_t","bool __thiscall N3Msg_IsGroupPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","1000814f","N3Msg_isIDOnGround","N3InterfaceModule_t","bool __thiscall N3Msg_isIDOnGround(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009b8e","N3Msg_IsInRaidTeam","N3InterfaceModule_t","bool __thiscall N3Msg_IsInRaidTeam(void)","ANALYSIS"
"Interfaces.dll","10008a51","N3Msg_IsInTeam","N3InterfaceModule_t","bool __thiscall N3Msg_IsInTeam(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009502","N3Msg_IsItemDisabled","N3InterfaceModule_t","bool __thiscall N3Msg_IsItemDisabled(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008ab3","N3Msg_IsItemMine","N3InterfaceModule_t","bool __thiscall N3Msg_IsItemMine(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100092c1","N3Msg_IsItemNFCrystal","N3InterfaceModule_t","bool __thiscall N3Msg_IsItemNFCrystal(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","100082dc","N3Msg_IsItemPossibleToWear","N3InterfaceModule_t","bool __thiscall N3Msg_IsItemPossibleToWear(Identity_t * param_1, int param_2, int param_3, bool param_4, InventoryId_e param_5)","ANALYSIS"
"Interfaces.dll","10008bde","N3Msg_IsNanoSelfOnly","N3InterfaceModule_t","bool __thiscall N3Msg_IsNanoSelfOnly(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100091dc","N3Msg_IsNpc","N3InterfaceModule_t","bool __thiscall N3Msg_IsNpc(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009800","N3Msg_IsPerk","N3InterfaceModule_t","bool __thiscall N3Msg_IsPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","10009764","N3Msg_IsProfessionPerk","N3InterfaceModule_t","bool __thiscall N3Msg_IsProfessionPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","100097cc","N3Msg_IsResearch","N3InterfaceModule_t","bool __thiscall N3Msg_IsResearch(uint param_1)","ANALYSIS"
"Interfaces.dll","10008ecc","N3Msg_IsSecondarySpecialAttackAvailable","N3InterfaceModule_t","bool __thiscall N3Msg_IsSecondarySpecialAttackAvailable(Stat_e param_1)","ANALYSIS"
"Interfaces.dll","100095e4","N3Msg_IsShieldDisablerItem","N3InterfaceModule_t","bool __thiscall N3Msg_IsShieldDisablerItem(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100097e6","N3Msg_IsSpecialPerk","N3InterfaceModule_t","bool __thiscall N3Msg_IsSpecialPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","100086a0","N3Msg_IsTeamLeader","N3InterfaceModule_t","bool __thiscall N3Msg_IsTeamLeader(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008b66","N3Msg_IsTeamMission","N3InterfaceModule_t","bool __thiscall N3Msg_IsTeamMission(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008b80","N3Msg_IsTeamMissionCopy","N3InterfaceModule_t","bool __thiscall N3Msg_IsTeamMissionCopy(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008bf8","N3Msg_IsTeamNano","N3InterfaceModule_t","bool __thiscall N3Msg_IsTeamNano(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008310","N3Msg_IsTower","N3InterfaceModule_t","bool __thiscall N3Msg_IsTower(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009bf3","N3Msg_IsVisible","N3InterfaceModule_t","bool __thiscall N3Msg_IsVisible(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008a61","N3Msg_JoinItems","N3InterfaceModule_t","bool __thiscall N3Msg_JoinItems(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","100084fd","N3Msg_KickTeamMember","N3InterfaceModule_t","void __thiscall N3Msg_KickTeamMember(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009a6e","N3Msg_LeaveBattle","N3InterfaceModule_t","void __thiscall N3Msg_LeaveBattle(void)","ANALYSIS"
"Interfaces.dll","10009388","N3Msg_LeavePayTaxConfirmed","N3InterfaceModule_t","void __thiscall N3Msg_LeavePayTaxConfirmed(Identity_t * param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","10009a45","N3Msg_LeaveQueue","N3InterfaceModule_t","void __thiscall N3Msg_LeaveQueue(void)","ANALYSIS"
"Interfaces.dll","100084d4","N3Msg_LeaveTeam","N3InterfaceModule_t","void __thiscall N3Msg_LeaveTeam(void)","ANALYSIS"
"Interfaces.dll","10009c44","N3Msg_MailTakeAll","N3InterfaceModule_t","void __thiscall N3Msg_MailTakeAll(__uint64 param_1)","ANALYSIS"
"Interfaces.dll","1000981a","N3Msg_MeetsPerkCriteria","N3InterfaceModule_t","bool __thiscall N3Msg_MeetsPerkCriteria(uint param_1)","ANALYSIS"
"Interfaces.dll","10008ad6","N3Msg_MouseMovement","N3InterfaceModule_t","void __thiscall N3Msg_MouseMovement(float param_1, float param_2)","ANALYSIS"
"Interfaces.dll","100082f6","N3Msg_MoveItemToInventory","N3InterfaceModule_t","bool __thiscall N3Msg_MoveItemToInventory(Identity_t * param_1, InventoryId_e param_2, int param_3)","ANALYSIS"
"Interfaces.dll","10009055","N3Msg_MovementChanged","N3InterfaceModule_t","void __thiscall N3Msg_MovementChanged(MovementAction_e param_1, float * param_2)","ANALYSIS"
"Interfaces.dll","10009ba1","N3Msg_MoveRaidMember","N3InterfaceModule_t","void __thiscall N3Msg_MoveRaidMember(Identity_t * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","100093d3","N3Msg_NameToID","N3InterfaceModule_t","bool __thiscall N3Msg_NameToID(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008b44","N3Msg_NextCameraView","N3InterfaceModule_t","void __thiscall N3Msg_NextCameraView(void)","ANALYSIS"
"Interfaces.dll","1000948e","N3Msg_NPCChatAddTradeItem","N3InterfaceModule_t","void __thiscall N3Msg_NPCChatAddTradeItem(Identity_t * param_1, Identity_t * param_2, Identity_t * param_3)","ANALYSIS"
"Interfaces.dll","10009446","N3Msg_NPCChatCloseWindow","N3InterfaceModule_t","void __thiscall N3Msg_NPCChatCloseWindow(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","100094be","N3Msg_NPCChatEndTrade","N3InterfaceModule_t","void __thiscall N3Msg_NPCChatEndTrade(Identity_t * param_1, Identity_t * param_2, int param_3, bool param_4)","ANALYSIS"
"Interfaces.dll","100094a6","N3Msg_NPCChatRemoveTradeItem","N3InterfaceModule_t","void __thiscall N3Msg_NPCChatRemoveTradeItem(Identity_t * param_1, Identity_t * param_2, Identity_t * param_3)","ANALYSIS"
"Interfaces.dll","1000945e","N3Msg_NPCChatRequestDescription","N3InterfaceModule_t","void __thiscall N3Msg_NPCChatRequestDescription(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10009476","N3Msg_NPCChatStartTrade","N3InterfaceModule_t","void __thiscall N3Msg_NPCChatStartTrade(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","100099e2","N3Msg_OrbitalAttack","N3InterfaceModule_t","void __thiscall N3Msg_OrbitalAttack(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009377","N3Msg_OrgDisbandConfirmed","N3InterfaceModule_t","void __thiscall N3Msg_OrgDisbandConfirmed(void)","ANALYSIS"
"Interfaces.dll","1000935f","N3Msg_OrgInvitationAccepted","N3InterfaceModule_t","void __thiscall N3Msg_OrgInvitationAccepted(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100093b1","N3Msg_OrgLeaveConfirmed","N3InterfaceModule_t","void __thiscall N3Msg_OrgLeaveConfirmed(void)","ANALYSIS"
"Interfaces.dll","10009a92","N3Msg_OrgPromotionConfirmed","N3InterfaceModule_t","void __thiscall N3Msg_OrgPromotionConfirmed(Identity_t param_1)","ANALYSIS"
"Interfaces.dll","100093c2","N3Msg_OrgShowCity","N3InterfaceModule_t","void __thiscall N3Msg_OrgShowCity(void)","ANALYSIS"
"Interfaces.dll","10008860","N3Msg_PerformSpecialAction","N3InterfaceModule_t","bool __thiscall N3Msg_PerformSpecialAction(Action_e param_1)","ANALYSIS"
"Interfaces.dll","1000887a","N3Msg_PerformSpecialAction","N3InterfaceModule_t","bool __thiscall N3Msg_PerformSpecialAction(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000809c","N3Msg_PersonalResearchGoals","N3InterfaceModule_t","void __thiscall N3Msg_PersonalResearchGoals(vector<std::pair<unsigned_int,bool>,std::allocator<std::pair<unsigned_int,bool>_>_> * param_1)","ANALYSIS"
"Interfaces.dll","10009912","N3Msg_PetDuel_Accept","N3InterfaceModule_t","void __thiscall N3Msg_PetDuel_Accept(void)","ANALYSIS"
"Interfaces.dll","100098fa","N3Msg_PetDuel_Challenge","N3InterfaceModule_t","void __thiscall N3Msg_PetDuel_Challenge(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009923","N3Msg_PetDuel_Refuse","N3InterfaceModule_t","void __thiscall N3Msg_PetDuel_Refuse(void)","ANALYSIS"
"Interfaces.dll","10009934","N3Msg_PetDuel_Stop","N3InterfaceModule_t","void __thiscall N3Msg_PetDuel_Stop(void)","ANALYSIS"
"Interfaces.dll","10008b55","N3Msg_PrevCameraView","N3InterfaceModule_t","void __thiscall N3Msg_PrevCameraView(void)","ANALYSIS"
"Interfaces.dll","100083bb","N3Msg_QuestGetCashReward","N3InterfaceModule_t","int __thiscall N3Msg_QuestGetCashReward(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100083d5","N3Msg_QuestGetXPReward","N3InterfaceModule_t","int __thiscall N3Msg_QuestGetXPReward(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000a8ac","N3Msg_QuestRemainingTime","N3InterfaceModule_t","__int64 __thiscall N3Msg_QuestRemainingTime(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100099b9","N3Msg_RefreshLaserTags","N3InterfaceModule_t","void __thiscall N3Msg_RefreshLaserTags(void)","ANALYSIS"
"Interfaces.dll","100091c4","N3Msg_ReleaseDummyItemID","N3InterfaceModule_t","void __thiscall N3Msg_ReleaseDummyItemID(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008c32","N3Msg_RemoveBuff","N3InterfaceModule_t","bool __thiscall N3Msg_RemoveBuff(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000836d","N3Msg_RemoveQuest","N3InterfaceModule_t","void __thiscall N3Msg_RemoveQuest(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000965d","N3Msg_RequestChecklist","N3InterfaceModule_t","void __thiscall N3Msg_RequestChecklist(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009a23","N3Msg_RequestClaims","N3InterfaceModule_t","void __thiscall N3Msg_RequestClaims(void)","ANALYSIS"
"Interfaces.dll","10009a34","N3Msg_RequestClaimsDBCheck","N3InterfaceModule_t","void __thiscall N3Msg_RequestClaimsDBCheck(void)","ANALYSIS"
"Interfaces.dll","10008457","N3Msg_RequestImplantInventory","N3InterfaceModule_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestImplantInventory(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008a81","N3Msg_RequestInfoPacket","N3InterfaceModule_t","void __thiscall N3Msg_RequestInfoPacket(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10009c27","N3Msg_RequestMailMessage","N3InterfaceModule_t","void __thiscall N3Msg_RequestMailMessage(__uint64 param_1)","ANALYSIS"
"Interfaces.dll","10009be2","N3Msg_RequestRaidLocks","N3InterfaceModule_t","void __thiscall N3Msg_RequestRaidLocks(void)","ANALYSIS"
"Interfaces.dll","10008555","N3Msg_RequestReply","N3InterfaceModule_t","void __thiscall N3Msg_RequestReply(Identity_t * param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","10008471","N3Msg_RequestSocialInventory","N3InterfaceModule_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestSocialInventory(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000843d","N3Msg_RequestWeaponInventory","N3InterfaceModule_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestWeaponInventory(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008423","N3Msg_RequestWornInventory","N3InterfaceModule_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestWornInventory(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000958d","N3Msg_ResetSkill","N3InterfaceModule_t","void __thiscall N3Msg_ResetSkill(int param_1)","ANALYSIS"
"Interfaces.dll","10009c96","N3Msg_ReturnMail","N3InterfaceModule_t","void __thiscall N3Msg_ReturnMail(__uint64 param_1)","ANALYSIS"
"Interfaces.dll","10008eb2","N3Msg_SecondarySpecialAttack","N3InterfaceModule_t","bool __thiscall N3Msg_SecondarySpecialAttack(Identity_t * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","10008355","N3Msg_SelectMission","N3InterfaceModule_t","void __thiscall N3Msg_SelectMission(MissionData_t * param_1, MissionGenerateInfo_t * param_2)","ANALYSIS"
"Interfaces.dll","1000959d","N3Msg_SendInPlayMessage","N3InterfaceModule_t","bool __thiscall N3Msg_SendInPlayMessage(void)","ANALYSIS"
"Interfaces.dll","10009c7e","N3Msg_SendMail","N3InterfaceModule_t","void __thiscall N3Msg_SendMail(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_2, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_3, Identity_t * param_4, int param_5, bool param_6)","ANALYSIS"
"Interfaces.dll","10009cb3","N3Msg_SendMarketItem","N3InterfaceModule_t","void __thiscall N3Msg_SendMarketItem(vector<Identity_t,std::allocator<Identity_t>_> * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","10009c0d","N3Msg_SendMentorInvite","N3InterfaceModule_t","int __thiscall N3Msg_SendMentorInvite(Identity_t * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","1000942e","N3Msg_SendNPCChatAnswer","N3InterfaceModule_t","void __thiscall N3Msg_SendNPCChatAnswer(Identity_t * param_1, Identity_t * param_2, int param_3)","ANALYSIS"
"Interfaces.dll","100098c8","N3Msg_SendPetCommand","N3InterfaceModule_t","void __thiscall N3Msg_SendPetCommand(int param_1, Identity_t * param_2, int param_3, int param_4, char * param_5)","ANALYSIS"
"Interfaces.dll","100087be","N3Msg_SetAggDef","N3InterfaceModule_t","void __thiscall N3Msg_SetAggDef(float param_1)","ANALYSIS"
"Interfaces.dll","10009bb9","N3Msg_SetLootAccess","N3InterfaceModule_t","void __thiscall N3Msg_SetLootAccess(Identity_t * param_1, Identity_t * param_2, Identity_t * param_3, bool param_4)","ANALYSIS"
"Interfaces.dll","10007b9c","N3Msg_SetMousePos","N3InterfaceModule_t","void __thiscall N3Msg_SetMousePos(float * param_1, float * param_2, Vector3_t * param_3, Identity_t * param_4)","ANALYSIS"
"Interfaces.dll","100098b0","N3Msg_SetPlayerOption","N3InterfaceModule_t","void __thiscall N3Msg_SetPlayerOption(int param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","1000874a","N3Msg_SetSkillTmp","N3InterfaceModule_t","void __thiscall N3Msg_SetSkillTmp(Stat_e param_1, int param_2)","ANALYSIS"
"Interfaces.dll","1000800d","N3Msg_SetStat","N3InterfaceModule_t","void __thiscall N3Msg_SetStat(int param_1, Stat_e param_2)","ANALYSIS"
"Interfaces.dll","10008392","N3Msg_SitToggle","N3InterfaceModule_t","void __thiscall N3Msg_SitToggle(void)","ANALYSIS"
"Interfaces.dll","10008762","N3Msg_SkillMaxFeedback","N3InterfaceModule_t","void __thiscall N3Msg_SkillMaxFeedback(Stat_e param_1, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_2, int param_3)","ANALYSIS"
"Interfaces.dll","10008a71","N3Msg_SplitItem","N3InterfaceModule_t","bool __thiscall N3Msg_SplitItem(Identity_t * param_1, int param_2)","ANALYSIS"
"Interfaces.dll","10008ac3","N3Msg_StartCamping","N3InterfaceModule_t","bool __thiscall N3Msg_StartCamping(void)","ANALYSIS"
"Interfaces.dll","10009556","N3Msg_StartPvP","N3InterfaceModule_t","void __thiscall N3Msg_StartPvP(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100093ed","N3Msg_StringToStat","N3InterfaceModule_t","Stat_e __thiscall N3Msg_StringToStat(char * param_1)","ANALYSIS"
"Interfaces.dll","10009ae9","N3Msg_SwitchTarget","N3InterfaceModule_t","void __thiscall N3Msg_SwitchTarget(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100093a0","N3Msg_TaxChangeLeaveConfirmed","N3InterfaceModule_t","void __thiscall N3Msg_TaxChangeLeaveConfirmed(void)","ANALYSIS"
