"TemplateId","Name","EnemyKeywords","Strings"
"284146","hoverchair_opifex_female_halloween","","hoverchair_opifex_female_halloween"
"284147","hoverchair_opifex_male_halloween","","hoverchair_opifex_male_halloween"
"284149","hoverchair_atrox_halloween","","hoverchair_atrox_halloween"
"284152","solitus_female_catgirl_two","","solitus_female_catgirl_two"
"284154","solitus_female_catgirl_one","","solitus_female_catgirl_one"
"284155","solitus_female_catgirl_three","","solitus_female_catgirl_three"
"284156","solitus_female_catgirl_four","","solitus_female_catgirl_four"
"284157","solitus_female_catgirl_five","","solitus_female_catgirl_five"
"284158","solitus_female_catgirl_six","","solitus_female_catgirl_six"
"284181","solitus_female_catgirl_base","","solitus_female_catgirl_base"
"284204","hoverboard_c_t1_solitus_male - showroom","","hoverboard_c_t1_solitus_male - showroom"
"284205","hoverboard_c_t2_solitus_male - showroom","","hoverboard_c_t2_solitus_male - showroom"
"284218","nanomage male - sit on a chair","","nanomage male - sit on a chair"
"284412","npc hoverboard","npc","npc hoverboard"
"284509","turret defense turret","","turret defense turret"
"284536","turret defense turret - snare","","turret defense turret - snare"
"284545","turret defense turret - nuke","","turret defense turret - nuke"
"284546","turret defense turret - heal","","turret defense turret - heal"
"284637","reinleet","leet","reinleet"
"284790","balloons","","balloons"
"284950","hoverboard_c_mistletoe_solitus_male - 3 tricks","","hoverboard_c_mistletoe_solitus_male - 3 tricks"
"285023","solitus female - sitting","","solitus female - sitting"
"285024","solitus fat male - sitting","","solitus fat male - sitting"
"285044","hoverboard_c_mistletoe_solitus_female - 3 tricks","","hoverboard_c_mistletoe_solitus_female - 3 tricks"
"285045","hoverboard_c_mistletoe_atrox - 3 tricks","","hoverboard_c_mistletoe_atrox - 3 tricks"
"285046","hoverboard_c_mistletoe_opifex_male - 3 tricks","","hoverboard_c_mistletoe_opifex_male - 3 tricks"
"285047","hoverboard_c_mistletoe_opifex_female - 3 tricks","","hoverboard_c_mistletoe_opifex_female - 3 tricks"
"285048","hoverboard_c_mistletoe_solitus_male_robe - 3 tricks","","hoverboard_c_mistletoe_solitus_male_robe - 3 tricks"
"285049","hoverboard_c_mistletoe_solitus_female_robe - 3 tricks","","hoverboard_c_mistletoe_solitus_female_robe - 3 tricks"
"285050","hoverboard_c_mistletoe_atrox_robe - 3 tricks","","hoverboard_c_mistletoe_atrox_robe - 3 tricks"
"285051","hoverboard_c_mistletoe_opifex_male_robe - 3 tricks","","hoverboard_c_mistletoe_opifex_male_robe - 3 tricks"
"285052","hoverboard_c_mistletoe_opifex_female_robe - 3 tricks","","hoverboard_c_mistletoe_opifex_female_robe - 3 tricks"
"285053","hoverboard_c_mistletoe_solitus_male - showroom","","hoverboard_c_mistletoe_solitus_male - showroom"
"285148","enigma dog toy","","enigma dog toy"
"285329","cargo box","","cargo box"
"285347","opifex female - lounging","","opifex female - lounging"
"285389","vermin exterminator system","","vermin exterminator system"
"285468","cyborg soldier - female - one eye","cyborg","cyborg soldier - female - one eye"
"286221","yalm - stiletto","","yalm - stiletto"
"287194","pre-order mech black - solitus male","","pre-order mech black - solitus male"
"287199","pre-order mech black - solitus female - upgrade","","pre-order mech black - solitus female - upgrade"
"287214","pre-order mech black - opifex male - upgrade","","pre-order mech black - opifex male - upgrade"
"287215","pre-order mech black - opifex female - upgrade","","pre-order mech black - opifex female - upgrade"
"287217","pre-order mech black upgrade - atrox","","pre-order mech black upgrade - atrox"
"287251","rubberduck - ninth birthday","","rubberduck - ninth birthday"
"287287","hoverbike_a_t9_solitus_male","","hoverbike_a_t9_solitus_male"
"287288","hoverbike_a_t9_solitus_female","","hoverbike_a_t9_solitus_female"
"287289","hoverbike_a_t9_opifex_male","","hoverbike_a_t9_opifex_male"
"287290","hoverbike_a_t9_opifex_female","","hoverbike_a_t9_opifex_female"
"287291","hoverbike_a_t9_atrox","","hoverbike_a_t9_atrox"
"288278","city controller","","\t?}: | city controller"
"288422","hoverboard_c_skull_n_bones_solitus_male - 3 tricks","","hoverboard_c_skull_n_bones_solitus_male - 3 tricks"
"288423","hoverboard_c_skin_n_bones_solitus_female - 3 tricks","","hoverboard_c_skin_n_bones_solitus_female - 3 tricks"
"288425","hoverboard_c_skin_n_bones_atrox - 3 tricks","","hoverboard_c_skin_n_bones_atrox - 3 tricks"
"288426","hoverboard_c_skin_n_bones_opifex_male - 3 tricks","","hoverboard_c_skin_n_bones_opifex_male - 3 tricks"
"288427","hoverboard_c_skin_n_bones_opifex_female - 3 tricks","","hoverboard_c_skin_n_bones_opifex_female - 3 tricks"
"288428","hoverboard_c_skin_n_bones_solitus_male_robe - 3 tricks","","hoverboard_c_skin_n_bones_solitus_male_robe - 3 tricks"
"288429","hoverboard_c_skin_n_bones_solitus_female_robe - 3 tricks","","hoverboard_c_skin_n_bones_solitus_female_robe - 3 tricks"
"288430","hoverboard_c_skin_n_bones_atrox_robe - 3 tricks","","hoverboard_c_skin_n_bones_atrox_robe - 3 tricks"
"288431","hoverboard_c_skin_n_bones_opifex_male_robe - 3 tricks","","hoverboard_c_skin_n_bones_opifex_male_robe - 3 tricks"
"288432","hoverboard_c_skin_n_bones_opifex_female_robe - 3 tricks","","hoverboard_c_skin_n_bones_opifex_female_robe - 3 tricks"
"288433","hoverboard_c_skin_n_bones_solitus_male - showroom","","hoverboard_c_skin_n_bones_solitus_male - showroom"
"288485","evil_hoverchair_solitus_male","","evil_hoverchair_solitus_male"
"288500","dancing cyborg doll a","cyborg","dancing cyborg doll a"
"288534","hoverchair_drevil_atrox","","hoverchair_drevil_atrox"
"288535","hoverchair_drevil_solitus_female_coat","","hoverchair_drevil_solitus_female_coat"
"288536","hoverchair_drevil_solitus_female","","hoverchair_drevil_solitus_female"
"288538","hoverchair_drevil_solitus_male","","hoverchair_drevil_solitus_male"
"288539","hoverchair_drevil_solitus_male_robe","","hoverchair_drevil_solitus_male_robe"
"288540","hoverchair_drevil_opifex_female_robe","","hoverchair_drevil_opifex_female_robe"
"288541","hoverchair_drevil_opifex_female","","hoverchair_drevil_opifex_female"
"288542","hoverchair_drevil_opifex_male","","hoverchair_drevil_opifex_male"
"288543","hoverchair_drevil_opifex_male_robe","","hoverchair_drevil_opifex_male_robe"
"288544","hoverchair_drevil_atrox_robe","","hoverchair_drevil_atrox_robe"
"288558","devileet","leet","devileet"
"288559","rollerpumpkin","","rollerpumpkin"
"289422","hoverchair_solitus_male_christmas","","hoverchair_solitus_male_christmas"
"289448","hoverchair_solitus_female_christmas","","hoverchair_solitus_female_christmas"
"289455","hoverchair_opifex_male_christmas","","hoverchair_opifex_male_christmas"
"289456","hoverchair_opifex_female_christmas","","hoverchair_opifex_female_christmas"
"289459","hoverchair_nanomage_female_christmas","","hoverchair_nanomage_female_christmas"
"289460","hoverchair_atrox_christmas","","hoverchair_atrox_christmas"
"289492","gift-wrapped leet","leet","gift-wrapped leet"
"289970","pre-order mech - leet","leet","pre-order mech - leet"
"289979","birthday gift","","birthday gift"
"290120","mr. wheelie","","mr. wheelie"
"290200","desert nomad puko rider","","desert nomad puko rider"
"290472","new yalmaha","","new yalmaha"
"290647","heckler_of_celebration","","heckler_of_celebration"
"291291","box - dustbrigade","","box - dustbrigade"
"293552","halloween_hoverbroom_atrox","","halloween_hoverbroom_atrox"
"293571","halloween_hoverbroom_solitus_male","","halloween_hoverbroom_solitus_male"
"293572","halloween_hoverboard_solitus_female","","halloween_hoverboard_solitus_female"
"293573","halloween_hoverboard_opifex_male","","halloween_hoverboard_opifex_male"
"293574","halloween_hoverbroom_opifex_female","","halloween_hoverbroom_opifex_female"
"293901","carlita desposito","","carlita desposito"
"294110","zix-in-a-box","","zix-in-a-box"
"294111","elf leet","leet","elf leet"
"294115","birthday gift - bomb","","birthday gift - bomb"
"294206","christmas gift","","christmas gift"
"294329","elf_leet_new","leet","elf_leet_new"
"294419","hoverchair_solitus_male_christmas_green","","hoverchair_solitus_male_christmas_green"
"294420","hoverchair_solitus_female_christmas_green","","hoverchair_solitus_female_christmas_green"
"294421","hoverchair_opifex_male_christmas_green","","hoverchair_opifex_male_christmas_green"
"294422","hoverchair_opifex_female_christmas_green","","hoverchair_opifex_female_christmas_green"
"294423","hoverchair_atrox_christmas_green","","hoverchair_atrox_christmas_green"
"294424","hoverchair_nanomage_female_christmas_green","","hoverchair_nanomage_female_christmas_green"
"294453","christmas_snowmobile_atrox","","christmas_snowmobile_atrox"
"294454","christmas_snowmobile_solitus_male","","christmas_snowmobile_solitus_male"
"294456","christmas_snowmobile_solitus_female","","christmas_snowmobile_solitus_female"
"294457","christmas_snowmobile_opifex_male","","christmas_snowmobile_opifex_male"
"294458","christmas_snowmobile_opifex_female","","christmas_snowmobile_opifex_female"
"294842","hoverbike_valentines_cruiser","","hoverbike_valentines_cruiser"
"295117","solitusfemale_valentines_npc","","solitusfemale_valentines_npc"
"295461","shuttle prisoner","","shuttle prisoner"
"295503","premium_phasefront egg_solitus_male","","premium_phasefront egg_solitus_male"
"295564","opifex thin male - vernon torvalds","","opifex thin male - vernon torvalds"
"295565","atrox thin male brute - desmond","","atrox thin male brute - desmond"
"295766","HM2s","","g}Dt | JM(; | HM2s | intestine gargantua"
"295889","solitus female (gun) - sarah greene","","solitus female (gun) - sarah greene"
"296008","wounded dock worker","","wounded dock worker"
"296043","premium_phasefront_egg_solitus_male_two","","premium_phasefront_egg_solitus_male_two"
"296078","premium_phasefront_egg_solitus_female","","premium_phasefront_egg_solitus_female"
"296079","premium_phasefront_egg_opifex_male","","premium_phasefront_egg_opifex_male"
"296105","premium_phasefront_egg_opifex_female","","premium_phasefront_egg_opifex_female"
"296106","premium_phasefront_egg_atrox","","premium_phasefront_egg_atrox"
"296486","father time","","father time"
"296622","premium_phasefront_throne_atrox","","premium_phasefront_throne_atrox"
"296668","premium_phasefront_slay_solitus_male","","premium_phasefront_slay_solitus_male"
"296776","premium_phasefront_slay_solitus_male_fat","","premium_phasefront_slay_solitus_male_fat"
"296915","premium_phasefront_slay_solitus_t_male","","premium_phasefront_slay_solitus_t_male"
"296916","premium_phasefront_slay_solitus_t_fem","","premium_phasefront_slay_solitus_t_fem"
"296917","premium_phasefront_slay_solitus_f_fem","","premium_phasefront_slay_solitus_f_fem"
"296918","premium_phasefront_slay_solitus_fem","","premium_phasefront_slay_solitus_fem"
"296920","premium_phasefront_slay_opifex_fem","","premium_phasefront_slay_opifex_fem"
"296923","premium_phasefront_slay_opifex_f_fem","","premium_phasefront_slay_opifex_f_fem"
"296924","premium_phasefront_slay_opifex_t_fem","","premium_phasefront_slay_opifex_t_fem"
"296925","premium_phasefront_slay_opifex_t_male","","premium_phasefront_slay_opifex_t_male"
"296926","premium_phasefront_slay_opifex_f_male","","premium_phasefront_slay_opifex_f_male"
"296927","premium_phasefront_slay_opifex_male","","premium_phasefront_slay_opifex_male"
"296936","premium_phasefront_slay_atrox","","premium_phasefront_slay_atrox"
"296948","premium_phasefront_slay_f_atrox","","premium_phasefront_slay_f_atrox"
"296951","premium_phasefront_slay_t_atrox","","premium_phasefront_slay_t_atrox"
"296978","premium_phasefront_throne_atrox_fat","","premium_phasefront_throne_atrox_fat"
"296979","premium_phasefront_throne_atrox_thin","","premium_phasefront_throne_atrox_thin"
"296980","premium_phasefront_throne_solitus_male","","premium_phasefront_throne_solitus_male"
"296981","premium_phasefront_throne_solitus_male_fat","","premium_phasefront_throne_solitus_male_fat"
"296982","premium_phasefront_throne_solitus_male_thin","","premium_phasefront_throne_solitus_male_thin"
"296983","premium_phasefront_throne_solitus_female","","premium_phasefront_throne_solitus_female"
"296984","premium_phasefront_throne_solitus_female_fat","","premium_phasefront_throne_solitus_female_fat"
"296985","premium_phasefront_throne_solitus_female_thin","","premium_phasefront_throne_solitus_female_thin"
"296987","premium_phasefront_throne_opifex_male","","premium_phasefront_throne_opifex_male"
"296988","premium_phasefront_throne_opifex_male_fat","","premium_phasefront_throne_opifex_male_fat"
"296989","premium_phasefront_throne_opifex_male_thin","","premium_phasefront_throne_opifex_male_thin"
"296990","premium_phasefront_throne_opifex_female","","premium_phasefront_throne_opifex_female"
"296991","premium_phasefront_throne_opifex_female_fat","","premium_phasefront_throne_opifex_female_fat"
"296992","premium_phasefront_throne_opifex_female_thin","","premium_phasefront_throne_opifex_female_thin"
"297023","minidrone","","minidrone"
"297160","shuttle pa-system","","shuttle pa-system"
"297228","henrys test leet","leet","henrys test leet"
"297229","punching bag","","punching bag"
"301639","inf_mission_2_spirit_totem","","inf_mission_2_spirit_totem"
"301827","hoverchair_nanomage_male_christmas_green","","hoverchair_nanomage_male_christmas_green"
"301830","hoverchair_nanomage_male_christmas_green - test a","","hoverchair_nanomage_male_christmas_green - test a"
"301831","hoverchair_nanomage_male_christmas_green - test b","","hoverchair_nanomage_male_christmas_green - test b"
"302343","yalmaha sleek red 2","","yalmaha sleek red 2"
"302344","yalmaha sleek yellow 2","","yalmaha sleek yellow 2"
"302418","cheetah alien boss mothership","","cheetah alien boss mothership"
"302511","dancing normal atrox","","dancing normal atrox"
"302651","invisible character","","invisible character"
"302820","invisible character - attackable","","invisible character - attackable"
"302979","dancing atrox energy boss","","dancing atrox energy boss"
"303002","sniping solitus female","","sniping solitus female"
"303145","buckethead polymorph","","buckethead polymorph"
"304402","yalm - solairis","","yalm - solairis"
"304718","alien boss christmas","","alien boss christmas"
"304767","alien bomb christmas","","alien bomb christmas"
"304794","alien christmas turret","","alien christmas turret"
"304909","omni slayer droid tam","","omni slayer droid tam"
"304926","cerubin the reborn","","cerubin the reborn"
"304943","atrox energy boss zaal","","atrox energy boss zaal"
"305011","tarasque - atma","","tarasque - atma"
"305016","abmouth indominus","","abmouth indominus"
"305053","cerubins reborn tentacle","","cerubins reborn tentacle"
"305587","nano_freak_2020 - guardian of the three","","nano_freak_2020 - guardian of the three"
"305611","deathless legion","","deathless legion"
"305612","lien","","lien"
"305696","aegis of tomorrow","","*XU$y | aegis of tomorrow"
