"Playfield","PlayfieldName","WallSet","Segment","Start","End","DestinationPlayfield","DestinationPlayfieldName","DestinationIndex","Destination","Warnings"
"4542","Central Elysium","7","2","1024.9,1855.1","1020.8,1859.1","4544","North of Elysium","33","","invalid destination index"
"4542","Central Elysium","8","2","1086.8,1789.8","1086.4,1795","4544","North of Elysium","35","","invalid destination index"
"4542","Central Elysium","9","2","1283,1584.4","1277.3,1584.3","4543","East of Elysium","46","","invalid destination index"
"4542","Central Elysium","10","2","1338.4,1445.5","1335.6,1457.8","4543","East of Elysium","44","","invalid destination index"
"4542","Central Elysium","11","2","1269.7,1172.5","1269.7,1175","4543","East of Elysium","42","","invalid destination index"
"4542","Central Elysium","12","2","1322.7,1096.7","1312.2,1108.6","4543","East of Elysium","39","","invalid destination index"
"4542","Central Elysium","13","2","1183.9,629.2","1195.3,640.5","4543","East of Elysium","38","","invalid destination index"
"4543","East of Elysium","0","2","755.4,365.6","760.1,362.5","4540","South of Elysium","31","","invalid destination index"
"4543","East of Elysium","1","2","667.7,438","675.7,438","4540","South of Elysium","30","","invalid destination index"
"4543","East of Elysium","2","2","429.9,496.1","435.122,490.922","4540","South of Elysium","29","","invalid destination index"
"4543","East of Elysium","3","2","261.167,576.333","269.267,567.233","4540","South of Elysium","28","","invalid destination index"
"4543","East of Elysium","4","2","315.3,800.3","303.7,789.4","4542","Central Elysium","47","","invalid destination index"
"4543","East of Elysium","5","2","432.1,1268.6","442.5,1256.7","4542","Central Elysium","45","","invalid destination index"
"4543","East of Elysium","6","2","389.9,1334.9","389.8,1332.7","4542","Central Elysium","43","","invalid destination index"
"4543","East of Elysium","7","2","454.8,1620.6","458.3,1603.1","4542","Central Elysium","41","","invalid destination index"
"4543","East of Elysium","8","2","391.13,1743.953","408.963,1744.673","4542","Central Elysium","40","","invalid destination index"
"4543","East of Elysium","9","2","305.965,1902.838","300.418,1892.134","4544","North of Elysium","37","","invalid destination index"
"4543","East of Elysium","10","2","362,2084.4","362,2075.8","4544","North of Elysium","38","","invalid destination index"
"4543","East of Elysium","11","2","399.7,2219.833","394,2214.134","4544","North of Elysium","39","","invalid destination index"
"4544","North of Elysium","36","2","503.055,308.063","511.055,308.163","4541","West of Elysium","35","","invalid destination index"
"4544","North of Elysium","37","2","584.648,164.535","596.048,158.534","4541","West of Elysium","33","","invalid destination index"
"4544","North of Elysium","38","2","774.311,168.117","781.311,168.117","4541","West of Elysium","32","","invalid destination index"
"4544","North of Elysium","39","2","1065.789,462.736","1070.055,464.161","4542","Central Elysium","31","Destination Id: 0 StartCoords: 592.40 51.60 1858.70 EndCoords: 586.80 51.60 1857.00",""
"4544","North of Elysium","40","2","1189.603,450.67","1189.574,457.365","4542","Central Elysium","30","Destination Id: 0 StartCoords: 713.00 39.00 1855.50 EndCoords: 712.90 39.00 1852.10",""
"4544","North of Elysium","41","2","1256.582,564.106","1263.275,564.252","4542","Central Elysium","33","","invalid destination index"
"4544","North of Elysium","42","2","1500.461,459.51","1505.216,454.796","4542","Central Elysium","35","","invalid destination index"
"4544","North of Elysium","43","2","1566.468,395.094","1566.936,389.688","4542","Central Elysium","37","","invalid destination index"
"4544","North of Elysium","44","2","1660.854,332.914","1664.824,342.831","4543","East of Elysium","48","","invalid destination index"
"4544","North of Elysium","45","2","1721.966,515.907","1721.998,524.069","4543","East of Elysium","50","","invalid destination index"
"4544","North of Elysium","46","2","1753.534,654.637","1758.766,659.899","4543","East of Elysium","52","","invalid destination index"
"4605","Inferno","18","17","2232.356,1716.487","2262.745,1716.585","4005","Burning Marshes","3","Destination Id: 0 StartCoords: 2262.18 37.62 1716.31 EndCoords: 2236.24 28.43 1716.47",""
"4605","Inferno","18","19","2289.799,1717.472","2296.166,1717.545","4005","Burning Marshes","2","Destination Id: 0 StartCoords: 2294.41 25.16 1716.94 EndCoords: 2291.54 25.71 1716.71",""
"4605","Inferno","18","26","2656.346,1216.436","2656.381,1211.944","4005","Burning Marshes","1","Destination Id: 0 StartCoords: 2657.21 44.00 1212.33 EndCoords: 2657.30 44.00 1215.46",""
"4872","Adonis City","18","0","1917.566,472.823","1922.505,472.841","4873","Adonis Abyss","7","","invalid destination index"
"4873","Adonis Abyss","17","0","1922.15,447.385","1917.823,447.327","4872","Adonis City","12","Destination Id: 0 StartCoords: 1917.57 113.56 472.82 EndCoords: 1922.51 113.11 472.84",""
"6101","Three Craters West","1","11","2022.078,520.8","2042.441,4346.801","6102","Three Craters East","5","","invalid destination index"
"6102","Three Craters East","0","3","397.487,4346.77","400.875,520.624","6101","Three Craters West","5","","invalid destination index"
"6550","Uturn Canyon","0","0","784.909,1380.061","664.009,1380.061","655","Andromeda","12","Destination Id: 0 StartCoords: 3392.50 20.55 207.41 EndCoords: 3514.40 22.60 207.20",""
"6550","Uturn Canyon","2","0","567.2,1200.7","666.605,1268.224","6551","Uturn Forest","3","Destination Id: 0 StartCoords: 666.59 13.40 1268.23 EndCoords: 567.20 20.65 1200.73",""
"6550","Uturn Canyon","2","5","810,1003","793,876","6551","Uturn Forest","5","","invalid destination index"
"6550","Uturn Canyon","2","9","684,695","605.5,702.2","6551","Uturn Forest","4","Destination Id: 0 StartCoords: 605.47 38.95 702.27 EndCoords: 683.22 56.95 693.31",""
"6551","Uturn Forest","0","0","784.909,1380.061","664.009,1380.061","655","Andromeda","12","Destination Id: 0 StartCoords: 3392.50 20.55 207.41 EndCoords: 3514.40 22.60 207.20",""
"6551","Uturn Forest","2","5","605.47,702.27","683.224,693.314","6550","Uturn Canyon","4","Destination Id: 0 StartCoords: 684.00 57.00 695.00 EndCoords: 605.50 38.90 702.20",""
"6551","Uturn Forest","2","9","792.991,876.031","809.991,1003.031","6550","Uturn Canyon","5","","invalid destination index"
"6551","Uturn Forest","2","14","666.591,1268.231","567.2,1200.73","6550","Uturn Canyon","3","Destination Id: 0 StartCoords: 567.20 20.66 1200.70 EndCoords: 666.60 13.35 1268.22",""
